Symbol,Name,IndustryCode,Industry
SSYS,Stratasys Ltd,57104010,전자 장비 및 부품
XMTR,Xometry Inc,57201010,IT 서비스 및 컨설팅
SLRC,SLR Investment Corp,55501030,폐쇄형 펀드
SPRY,ARS Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
VMEO,Vimeo Inc,57201020,소프트웨어
SCVL,Shoe Carnival Inc,53403040,의류 및 액세서리 소매
EOLS,Evolus Inc,56201040,제약
MBUU,Malibu Boats Inc,53205020,오락용 제품
BFC,Bank First Corp,55101010,은행
GSM,Ferroglobe PLC,51201050,특수 채굴 및 금속
CYRX,Cryoport Inc,52405010,"배달, 우편, 항공 화물 및 육상 물류"
BITF,Bitfarms Ltd,57301030,블록 체인 및 암호화폐
ASTL,Algoma Steel Group Inc,51201020,철 및 강철
EVGO,EVgo Inc,59101010,전력 유틸리티
QNST,Quinstreet Inc,57201030,온라인 서비스
PCT,Purecycle Technologies Inc,52203010,환경 서비스 및 장비
HAIN,Hain Celestial Group Inc,54102020,식품 가공
METC,Ramaco Resources Inc Class A,51201020,철 및 강철
CHI,Calamos Convertible Opportunities and Income Closed Fund,55501030,폐쇄형 펀드
WVE,WAVE Life Sciences Ltd,56202010,생명 공학 및 의학 연구
PARAA,Paramount Global Class A,53302020,방송
SAVA,Cassava Sciences Inc,56202010,생명 공학 및 의학 연구
CGBD,Carlyle Secured Lending Inc,55101050,기업 금융 서비스
VITL,Vital Farms Inc,54301020,식품 소매 및 유통
SBGI,Sinclair Inc,53302020,방송
FATE,Fate Therapeutics Inc,56202010,생명 공학 및 의학 연구
TWKS,Thoughtworks Holding Inc,57201010,IT 서비스 및 컨설팅
SABR,Sabre Corp,57201020,소프트웨어
WEST,Westrock Coffee Co,54102020,식품 가공
RUSHB,Rush Enterprises Inc Class B,53403010,"자동차 차량, 부품 및 서비스 소매"
SLRN,ACELYRIN Inc,56202010,생명 공학 및 의학 연구
TMCI,Treace Medical Concepts Inc,56101020,"의료 장비, 물품 및 유통"
STKL,Sunopta Inc,54102020,식품 가공
ALXO,ALX Oncology Holdings Inc,56202010,생명 공학 및 의학 연구
LPRO,Open Lending Corp,52203070,전문 정보 서비스
BIOX,Bioceres Crop Solutions Corp,51101020,농화학제
OPAL,Opal Fuels Inc,50102020,"오일, 가스 탐사 및 생산"
HSTM,HealthStream Inc,57201020,소프트웨어
SCRMU,Screaming Eagle Acquisition Units,55601010,투자 지주 회사
ZYME,Zymeworks Inc,56202010,생명 공학 및 의학 연구
FBMS,First Bancshares Inc (Mississippi),55101010,은행
LBAI,Lakeland Bancorp Inc,55101010,은행
ATXS,Astria Therapeutics Inc,56202010,생명 공학 및 의학 연구
EMBC,Embecta Corp,56101020,"의료 장비, 물품 및 유통"
CONXU,CONX Units,55601010,투자 지주 회사
LAB,Standard BioTools Inc,56101010,첨단 의료 장비 및 기술
WOOF,Petco Health and Wellness Company Inc,53403090,기타 전문 소매
BBSI,Barrett Business Services Inc,52203030,고용 서비스
AUPH,Aurinia Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
WRLD,World Acceptance Corp,55101030,소비자 대출
NVAX,Novavax Inc,56202010,생명 공학 및 의학 연구
BLFS,BioLife Solutions Inc,56101020,"의료 장비, 물품 및 유통"
KARO,Karooooo Ltd,57201010,IT 서비스 및 컨설팅
CFFN,Capitol Federal Financial Inc,55101010,은행
WKME,Walkme Ltd,57201020,소프트웨어
AVO,Mission Produce Inc,54102010,어업 및 농업
SNCY,Sun Country Airlines Holdings Inc,52406010,항공사
OLMA,Olema Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
RDFN,Redfin Corp,60101020,부동산 서비스
THRY,Thryv Holdings Inc,53302010,광고 및 마케팅
SVRA,Savara Inc,56202010,생명 공학 및 의학 연구
YMAB,Y-mAbs Therapeutics Inc,56202010,생명 공학 및 의학 연구
KELYA,Kelly Services Inc Class A,52203030,고용 서비스
BTDR,Bitdeer Technologies Group,57301030,블록 체인 및 암호화폐
ALTI,AlTi Global  Inc,55102020,투자 관리 및 펀드 운영
HAYN,Haynes International Inc,51201020,철 및 강철
RDWR,Radware Ltd,57201020,소프트웨어
CNOB,ConnectOne Bancorp Inc,55101010,은행
CRON,Cronos Group Inc,56201040,제약
RMR,RMR Group Inc,60101020,부동산 서비스
LVRO,Lavoro Ltd,51101020,농화학제
CORZ,Core Scientific Inc,57301030,블록 체인 및 암호화폐
PRAX,Praxis Precision Medicines Inc,56202010,생명 공학 및 의학 연구
CVAC,CureVac NV,56202010,생명 공학 및 의학 연구
ARKO,Arko Corp.,50102030,"오일, 가스 정제 및 마케팅"
ASTS,AST SpaceMobile Inc,57401020,무선 통신 서비스
PHAR,Pharming Group NV ADR,56201040,제약
ACCD,Accolade Inc,56102010,의료 시설 및 서비스
ZEUS,Olympic Steel Inc,51201020,철 및 강철
CTBI,Community Trust Bancorp Inc,55101010,은행
FMBH,First Mid Bancshares Inc,55101010,은행
SIBN,SI-BONE Inc,56101020,"의료 장비, 물품 및 유통"
IIIV,I3 Verticals Inc,57301010,핀테크
NKTX,Nkarta Inc,56202010,생명 공학 및 의학 연구
NNDM,Nano Dimension Ltd ADR,57104010,전자 장비 및 부품
ATRI,Atrion Corp,56101020,"의료 장비, 물품 및 유통"
PFC,Premier Financial Corp (OHIO),55101010,은행
FUSN,Fusion Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
CCCC,C4 Therapeutics Inc,56202010,생명 공학 및 의학 연구
AMAL,Amalgamated Bank,55101010,은행
MNTK,Montauk Renewables Inc,59101010,전력 유틸리티
CMPS,Compass Pathways PLC ADR,56202010,생명 공학 및 의학 연구
EDIT,Editas Medicine Inc,56202010,생명 공학 및 의학 연구
EU,enCore Energy Corp,50301010,우라늄
HA,Hawaiian Holdings Inc,52406010,항공사
DCOM,Dime Community Bancshares Inc,55101010,은행
CECO,CECO Environmental Corp,52203010,환경 서비스 및 장비
VREX,Varex Imaging Corp,56101010,첨단 의료 장비 및 기술
IGMS,IGM Biosciences Inc,56202010,생명 공학 및 의학 연구
HSAI,Hesai Group ADR,57104010,전자 장비 및 부품
ABL,Abacus Life Inc,55301010,복합보험 및 중개인
MRSN,Mersana Therapeutics Inc,56202010,생명 공학 및 의학 연구
BWMX,Betterware de Mexico SAPI de CV,53402010,백화점
NRIX,Nurix Therapeutics Inc,56202010,생명 공학 및 의학 연구
IMXI,International Money Express Inc,52203040,경영 지원 서비스
FLGT,Fulgent Genetics Inc,56102010,의료 시설 및 서비스
SPTN,SpartanNash Co,54301020,식품 소매 및 유통
CNDT,Conduent Inc,57201010,IT 서비스 및 컨설팅
EGBN,Eagle Bancorp Inc,55101010,은행
APLT,Applied Therapeutics Inc,56202010,생명 공학 및 의학 연구
FULC,Fulcrum Therapeutics Inc,56202010,생명 공학 및 의학 연구
TRIN,Trinity Capital Inc,55102020,투자 관리 및 펀드 운영
CGEM,Cullinan Oncology Inc,56202010,생명 공학 및 의학 연구
COGT,Cogent Biosciences Inc,56202010,생명 공학 및 의학 연구
AOSL,Alpha and Omega Semiconductor Ltd,57101010,반도체
OFLX,Omega Flex Inc,52102010,산업용 기계 및 장비
ENGN,enGene Holdings Inc,56202010,생명 공학 및 의학 연구
LBPH,Longboard Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
MLYS,Mineralys Therapeutics Inc,56202010,생명 공학 및 의학 연구
HUT,Hut 8 Corp,57301030,블록 체인 및 암호화폐
TIGR,UP Fintech Holding Ltd ADR,55102010,투자 은행 및 중개 서비스
HCKT,Hackett Group Inc,52203040,경영 지원 서비스
AVTE,Aerovate Therapeutics Inc,56202010,생명 공학 및 의학 연구
EXAI,Exscientia PLC ADR,56202010,생명 공학 및 의학 연구
EH,EHang Holdings Ltd ADR,52101010,항공우주 및 방위
RILY,B Riley Financial Inc,55102010,투자 은행 및 중개 서비스
KIDS,OrthoPediatrics Corp,56101020,"의료 장비, 물품 및 유통"
HFWA,Heritage Financial Corp,55101010,은행
ATEX,Anterix Inc,57401020,무선 통신 서비스
LRMR,Larimar Therapeutics Inc,56202010,생명 공학 및 의학 연구
INNV,InnovAge Holding Corp,56102010,의료 시설 및 서비스
OPK,OPKO Health Inc,56102010,의료 시설 및 서비스
TVTX,Travere Therapeutics Inc,56202010,생명 공학 및 의학 연구
HSII,Heidrick & Struggles International Inc,52203030,고용 서비스
PRTC,PureTech Health PLC ADR,56202010,생명 공학 및 의학 연구
DHC,Diversified Healthcare Trust,60102040,특수 REITs
MERC,Mercer International Inc,51301020,종이 제품
PLPC,Preformed Line Products Co,52102030,전기 부품 및 장비
ECX,Ecarx Holdings Inc.,57107010,통합 하드웨어 및 소프트웨어
ANAB,AnaptysBio Inc,56202010,생명 공학 및 의학 연구
CRBU,Caribou Biosciences Inc,56202010,생명 공학 및 의학 연구
NYMT,New York Mortgage Trust Inc,60102040,특수 REITs
DMRC,Digimarc Corp,57201020,소프트웨어
MKTW,MarketWise Inc,52203070,전문 정보 서비스
FLWS,1-800-Flowers.Com Inc,53403090,기타 전문 소매
DSP,Viant Technology Inc,57201020,소프트웨어
OABI,OmniAb Inc,56202010,생명 공학 및 의학 연구
ROOT,Root Inc,55301020,손해보험
DXPE,DXP Enterprises Inc,52102010,산업용 기계 및 장비
QRTEP,Qurate Retail 8 0 Cumulative Redeemable Pref Shs,53402010,백화점
CCRN,Cross Country Healthcare Inc,52203030,고용 서비스
CASS,Cass Information Systems Inc,52203040,경영 지원 서비스
DADA,Dada Nexus Ltd ADR,57201030,온라인 서비스
SVA,Sinovac Biotech Ltd,56201040,제약
AMRK,A-Mark Precious Metals Inc,51201010,금 제외 귀금속 및 광물
AVBP,Arrivent Biopharma Inc,56202010,생명 공학 및 의학 연구
RVNC,Revance Therapeutics Inc,56201040,제약
LYEL,Lyell Immunopharma Inc,56202010,생명 공학 및 의학 연구
CFB,CrossFirst Bankshares Inc,55101010,은행
ELVN,Enliven Therapeutics Inc,56202010,생명 공학 및 의학 연구
ALEC,Alector Inc,56202010,생명 공학 및 의학 연구
SLAMU,Slam Units,55601010,투자 지주 회사
SILK,Silk Road Medical Inc,56101020,"의료 장비, 물품 및 유통"
CCAP,Crescent Capital BDC Inc,55501030,폐쇄형 펀드
GSBC,Great Southern Bancorp Inc,55101010,은행
CALT,Calliditas Therapeutics AB ADR,56201040,제약
LNZA,Lanzatech Global Inc,52203010,환경 서비스 및 장비
CDNA,CareDx Inc,56202010,생명 공학 및 의학 연구
REAX,Real Brokerage Inc,60101020,부동산 서비스
FCBC,First Community Bankshares Inc,55101010,은행
HBT,HBT Financial Inc,55101010,은행
LEGH,Legacy Housing Corp,53203010,주택 건설
MLAB,Mesa Laboratories Inc,56101020,"의료 장비, 물품 및 유통"
MCBS,Metrocity Bankshares Inc,55101010,은행
MTTR,Matterport Inc,57201020,소프트웨어
TIPT,Tiptree Inc,55601010,투자 지주 회사
SWBI,Smith & Wesson Brands Inc,53205020,오락용 제품
CVLG,Covenant Logistics Group Inc,52405030,지상 화물 및 물류
BELFB,Bel Fuse Inc Class B,57104010,전자 장비 및 부품
KC,Kingsoft Cloud Holdings Ltd ADR,57201010,IT 서비스 및 컨설팅
OSBC,Old Second Bancorp Inc,55101010,은행
LASR,nLIGHT Inc,57101010,반도체
TCPC,BlackRock TCP Capital Corp,55102020,투자 관리 및 펀드 운영
GHIXU,Gores Holdings IX Units,55601010,투자 지주 회사
CLNE,Clean Energy Fuels Corp,50102030,"오일, 가스 정제 및 마케팅"
FDUS,Fidus Investment Corp,55501030,폐쇄형 펀드
VTYX,Ventyx Biosciences Inc,56202010,생명 공학 및 의학 연구
MBWM,Mercantile Bank Corp,55101010,은행
UVSP,Univest Financial Corp,55101010,은행
SAGA,Sagaliam Acquisition Corp,55601010,투자 지주 회사
NBBK,NB Bancorp Inc,55101010,은행
IGIC,International General Insurance Holdings Ltd,55301020,손해보험
CHUY,Chuy's Holdings Inc,53301020,레스토랑 및 바
GRPN,Groupon Inc,53402020,할인점
OTLY,Oatly Group AB (publ) ADR,54102020,식품 가공
NNOX,Nano-X Imaging Ltd,56101010,첨단 의료 장비 및 기술
GLDD,Great Lakes Dredge & Dock Corp,52201020,건설 및 엔지니어링
CHSCO,CHS Cumulative Redeemable Pref Shs Class B,54102010,어업 및 농업
KRT,Karat Packaging Inc,51302010,용기(종이 제외) 및 포장재
CRNC,Cerence Inc,57201020,소프트웨어
TITN,Titan Machinery Inc,52102020,중장비 및 차량
VINP,Vinci Partners Investments Ltd,55102020,투자 관리 및 펀드 운영
CCD,Calamos Dynamic Convertible And Income Closed Fund,55501030,폐쇄형 펀드
DDI,DoubleDown Interactive Co Ltd ADR,53301030,카지노 및 도박
FRPH,FRP Holdings Inc,55601010,투자 지주 회사
KALV,Kalvista Pharmaceuticals Inc,56201040,제약
BIGC,Bigcommerce Holdings Inc,57201020,소프트웨어
EZPW,EZCORP Inc,55101030,소비자 대출
SNPO,Snap One Holdings Corp,57104010,전자 장비 및 부품
SKYT,Skywater Technology Inc,57101010,반도체
AAOI,Applied Optoelectronics Inc,57104010,전자 장비 및 부품
CSTL,Castle Biosciences Inc,56101020,"의료 장비, 물품 및 유통"
CEVA,CEVA Inc,57101010,반도체
BMEA,Biomea Fusion Inc,56202010,생명 공학 및 의학 연구
EVLV,Evolv Technologies Holdings Inc,57102010,통신 및 네트워킹
BFST,Business First Bancshares Inc,55101010,은행
UFCS,United Fire Group Inc,55301020,손해보험
ADSE,Ads-Tec Energy PLC,57201010,IT 서비스 및 컨설팅
ABSI,Absci Corp,56202010,생명 공학 및 의학 연구
IRMD,IRadimed Corp,56101020,"의료 장비, 물품 및 유통"
SDA,SunCar Technology Group Inc,54201030,개인 서비스
ALNT,Allient Inc,52102030,전기 부품 및 장비
URGN,Urogen Pharma Ltd,56202010,생명 공학 및 의학 연구
PNTG,Pennant Group Inc,56102010,의료 시설 및 서비스
LQDT,Liquidity Services Inc,57201030,온라인 서비스
SCWX,SecureWorks Corp,57201010,IT 서비스 및 컨설팅
HBNC,Horizon Bancorp Inc,55101010,은행
RDUS,Radius Recycling Inc,51201020,철 및 강철
RWAY,Runway Growth Finance Corp,55101050,기업 금융 서비스
LMB,Limbach Holdings Inc,52201020,건설 및 엔지니어링
CHSCL,CHS Cumulative Redeemable Pref Shs Series 4 Class B,54102010,어업 및 농업
TTEC,TTEC Holdings Inc,57201010,IT 서비스 및 컨설팅
PUYI,Puyi Inc ADR,55102020,투자 관리 및 펀드 운영
REPL,Replimune Group Inc,56202010,생명 공학 및 의학 연구
AGNCP,Agnc Invt 1000 Dep Shs Repstg Cum Red Prf Series F,60102040,특수 REITs
ALT,Altimmune Inc,56202010,생명 공학 및 의학 연구
DJCO,Daily Journal Corp,53302040,소비자 출판
BRY,Berry Corporation (Bry),50102020,"오일, 가스 탐사 및 생산"
OFIX,Orthofix Medical Inc,56101020,"의료 장비, 물품 및 유통"
OSUR,OraSure Technologies Inc,56101020,"의료 장비, 물품 및 유통"
ISPR,Ispire Technology Inc,54102030,담배
BAND,Bandwidth Inc,57201020,소프트웨어
KE,Kimball Electronics Inc,57101010,반도체
PHAT,Phathom Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
ATRO,Astronics Corp,52101010,항공우주 및 방위
ITRN,Ituran Location and Control Ltd,57102010,통신 및 네트워킹
LIAN,LianBio ADR,56202010,생명 공학 및 의학 연구
GRVY,Gravity Co Ltd ADR,57201030,온라인 서비스
CENT,Central Garden & Pet Co,54102020,식품 가공
HEPS,D Market Elektronik Hizmetler ve Ticaret AS ADR,53402010,백화점
HDSN,Hudson Technologies Inc,52102030,전기 부품 및 장비
TRST,TrustCo Bank Corp NY,55101010,은행
EVER,EverQuote Inc,57201030,온라인 서비스
MSBI,Midland States Bancorp Inc,55101010,은행
AMCX,AMC Networks Inc,53302020,방송
LXRX,Lexicon Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
TREE,Lendingtree Inc,55101030,소비자 대출
CVGW,Calavo Growers Inc,54102020,식품 가공
PAHC,Phibro Animal Health Corp,56201040,제약
FIP,Ftai Infrastructure Inc,52405030,지상 화물 및 물류
HCAT,Health Catalyst Inc,57201020,소프트웨어
MITK,Mitek Systems Inc,57201020,소프트웨어
IREN,Iris Energy Ltd,57301030,블록 체인 및 암호화폐
PLSE,Pulse Biosciences Inc,56101010,첨단 의료 장비 및 기술
AMSC,American Superconductor Corp,52102030,전기 부품 및 장비
HTBK,Heritage Commerce Corp,55101010,은행
CGNT,Cognyte Software Ltd,57201020,소프트웨어
GOOD,Gladstone Commercial Corp,60102010,복합부동산 REITs
ICG,Intchains Group Ltd ADR,57101010,반도체
MGIC,Magic Software Enterprises Ltd,57201020,소프트웨어
RICK,RCI Hospitality Holdings Inc,53301020,레스토랑 및 바
BYND,Beyond Meat Inc,54102020,식품 가공
TALK,Talkspace Inc,56102010,의료 시설 및 서비스
IBCP,Independent Bank Corp (Michigan),55101010,은행
LWLG,Lightwave Logic Inc,57104010,전자 장비 및 부품
LUNR,Intuitive Machines Inc,52101010,항공우주 및 방위
VYGR,Voyager Therapeutics Inc,56202010,생명 공학 및 의학 연구
MREO,Mereo BioPharma Group PLC ADR,56202010,생명 공학 및 의학 연구
CATC,Cambridge Bancorp,55101010,은행
SPWR,SunPower Corp,50201010,재생 가능 에너지 장비 및 서비스
APLD,Applied Digital Corp,57301030,블록 체인 및 암호화폐
RBBN,Ribbon Communications Inc,57102010,통신 및 네트워킹
TBLD,Thornburg Income Builder Opportunities Trust,55501030,폐쇄형 펀드
BWMN,Bowman Consulting Group Ltd,52201020,건설 및 엔지니어링
YORW,York Water Co,59103010,수자원 유틸리티
CCB,Coastal Financial Corp (EVERETT),55101010,은행
CHSCM,CHS Reset Rate Cumulative Redeemable Pref Shs Series 3 Class B,54102010,어업 및 농업
FCEL,Fuelcell Energy Inc,50201010,재생 가능 에너지 장비 및 서비스
ADPT,Adaptive Biotechnologies Corp,56202010,생명 공학 및 의학 연구
CNSL,Consolidated Communications Holdings Inc,57401010,통합 통신 서비스
FMNB,Farmers National Banc Corp,55101010,은행
GAIN,Gladstone Investment Corp,55501030,폐쇄형 펀드
AMNB,American National Bankshares Inc,55101010,은행
ASLE,AerSale Corp,52101010,항공우주 및 방위
ADTN,ADTRAN Holdings Inc,57102010,통신 및 네트워킹
ATNI,ATN International Inc,57401010,통합 통신 서비스
AEHR,Aehr Test Systems,57101020,반도체 장비 및 테스트
NGNE,Neurogene Inc,56202010,생명 공학 및 의학 연구
ACIC,American Coastal Insurance Corp,55301020,손해보험
SMBC,Southern Missouri Bancorp Inc,55101010,은행
HARP,Harpoon Therapeutics Inc,56202010,생명 공학 및 의학 연구
VTRU,Vitru Ltd,63102010,"초, 중, 고등 교육기관"
TAST,Carrols Restaurant Group Inc,53301020,레스토랑 및 바
LILM,Lilium NV,52101010,항공우주 및 방위
DENN,Denny's Corp,53301020,레스토랑 및 바
TNYA,Tenaya Therapeutics Inc,56202010,생명 공학 및 의학 연구
ABUS,Arbutus Biopharma Corp,56201040,제약
IPHA,Innate Pharma SA ADR,56202010,생명 공학 및 의학 연구
QRTEA,Qurate Retail Inc Series A,53402010,백화점
TERN,Terns Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
GCBC,Greene County Bancorp Inc,55101010,은행
ZIMV,ZimVie Inc,56101020,"의료 장비, 물품 및 유통"
SKIN,Beauty Health Co,54201020,개인 생활 필수 용품
TMC,TMC the metals company Inc,51201050,특수 채굴 및 금속
MRNS,Marinus Pharmaceuticals Inc,56201040,제약
CCBG,Capital City Bank Group Inc,55101010,은행
CAC,Camden National Corp,55101010,은행
HAFC,Hanmi Financial Corp,55101010,은행
RSVR,Reservoir Media Inc,53302030,엔터테인먼트 제작
PETQ,PetIQ Inc,56201040,제약
VALN,Valneva SE ADR,56202010,생명 공학 및 의학 연구
TSHA,Taysha Gene Therapies Inc,56202010,생명 공학 및 의학 연구
RMGCU,Rmg Acquisition Iii Units,55601010,투자 지주 회사
CRESY,Cresud SACIF y A ADR,54102010,어업 및 농업
LAND,Gladstone Land Corp,60102040,특수 REITs
CMPO,CompoSecure Inc,52203040,경영 지원 서비스
LSEA,Landsea Homes Corp,60101010,"부동산 임대, 개발 및 운영"
CWCO,Consolidated Water Co Ltd,59103010,수자원 유틸리티
FITBI,Fifth Third Bancorp Depositary Shares Representing 1/1000th Perp Pref Shs,55101010,은행
MVIS,MicroVision Inc,57104010,전자 장비 및 부품
CTLP,Cantaloupe Inc,57301010,핀테크
RGP,Resources Connection Inc,52203040,경영 지원 서비스
HONE,HarborOne Bancorp Inc,55101010,은행
TSAT,Telesat Corp,57401020,무선 통신 서비스
CLFD,Clearfield Inc,57102010,통신 및 네트워킹
BHFAN,Brighthouse Financial 1000 DS Repstg Non Cum Pfd Ser C,55301010,복합보험 및 중개인
PEPG,PepGen Inc,56202010,생명 공학 및 의학 연구
MODV,ModivCare Inc,56102010,의료 시설 및 서비스
LIND,Lindblad Expeditions Holdings Inc,53301010,"호텔, 모텔 및 크루즈 라인"
DAVE,Dave Inc,57301010,핀테크
ATLC,Atlanticus Holdings Corp,55101030,소비자 대출
MGX,Metagenomi Inc,56202010,생명 공학 및 의학 연구
WASH,Washington Trust Bancorp Inc,55101010,은행
JOUT,Johnson Outdoors Inc,53205020,오락용 제품
AVNW,Aviat Networks Inc,57102010,통신 및 네트워킹
RDZN,Roadzen Inc,55301020,손해보험
HTBI,HomeTrust Bancshares Inc,55101010,은행
OSPN,OneSpan Inc,57201020,소프트웨어
GLAD,Gladstone Capital Corp,55501030,폐쇄형 펀드
STTK,Shattuck Labs Inc,56202010,생명 공학 및 의학 연구
GDEV,GDEV Inc.,57201020,소프트웨어
NFBK,Northfield Bancorp Inc,55101010,은행
BLZE,Backblaze Inc,57201010,IT 서비스 및 컨설팅
BBCP,Concrete Pumping Holdings Inc,52201020,건설 및 엔지니어링
CHSCN,CHS Reset Rate Pref Shs Class B Series 2,54102010,어업 및 농업
COOLU,Corner Growth Acquisition Units,55601010,투자 지주 회사
THFF,First Financial Corp,55101010,은행
BTMD,Biote Corp,52203070,전문 정보 서비스
WULF,Terawulf Inc,57301030,블록 체인 및 암호화폐
GLRE,Greenlight Capital Re Ltd,55301050,재보험
ANSC,Agriculture & Natural Solutions Acquisition Corp,55601010,투자 지주 회사
RCEL,AVITA Medical Inc,56202010,생명 공학 및 의학 연구
BVS,Bioventus Inc,56101020,"의료 장비, 물품 및 유통"
SLAM,Slam Corp,55601010,투자 지주 회사
CELC,Celcuity Inc,56202010,생명 공학 및 의학 연구
ALRS,Alerus Financial Corp,55101010,은행
GUTS,Fractyl Health Inc,56202010,생명 공학 및 의학 연구
DHIL,Diamond Hill Investment Group Inc,55102020,투자 관리 및 펀드 운영
CBUS,Cibus Inc,56101010,첨단 의료 장비 및 기술
NTGR,NETGEAR Inc,57102010,통신 및 네트워킹
CERS,Cerus Corp,56101020,"의료 장비, 물품 및 유통"
CVRX,CVRx Inc,56101020,"의료 장비, 물품 및 유통"
BATRA,Liberty Media Liberty Braves Ord Shs  Series A,53301040,여가 및 오락시설
ZYXI,Zynex Inc,56101010,첨단 의료 장비 및 기술
RENB,Renovaro Inc,56202010,생명 공학 및 의학 연구
ADAP,Adaptimmune Therapeutics PLC ADR,56202010,생명 공학 및 의학 연구
SRDX,Surmodics Inc,56101020,"의료 장비, 물품 및 유통"
AURA,Aura Biosciences Inc,56202010,생명 공학 및 의학 연구
OCS,Oculis Holding AG,56202010,생명 공학 및 의학 연구
PGC,Peapack-Gladstone Financial Corp,55101010,은행
CCNE,CNB Financial Corp,55101010,은행
NYXH,Nyxoah SA,56101010,첨단 의료 장비 및 기술
AVXL,Anavex Life Sciences Corp,56202010,생명 공학 및 의학 연구
GHRS,GH Research PLC,56202010,생명 공학 및 의학 연구
SWIN,Solowin Holdings Ltd,55102010,투자 은행 및 중개 서비스
RXT,Rackspace Technology Inc,57201010,IT 서비스 및 컨설팅
ESPR,Esperion Therapeutics Inc,56201040,제약
AVAH,Aveanna Healthcare Holdings Inc,56102010,의료 시설 및 서비스
FSBC,Five Star Bancorp,55101010,은행
TRDA,Entrada Therapeutics Inc,56202010,생명 공학 및 의학 연구
IVVD,Invivyd Inc,56202010,생명 공학 및 의학 연구
TBPH,Theravance Biopharma Inc,56201040,제약
MXCT,MaxCyte Inc,56101010,첨단 의료 장비 및 기술
AROW,Arrow Financial Corp,55101010,은행
SPFI,South Plains Financial Inc,55101010,은행
CRBP,Corbus Pharmaceuticals Holdings Inc,56202010,생명 공학 및 의학 연구
AQST,Aquestive Therapeutics Inc,56201040,제약
ACGLN,Arch Capital Group Depositary Shares Rep1000 Non Cumu Pref Shs Series G,55301020,손해보험
DOMO,Domo Inc,57201020,소프트웨어
PGEN,Precigen Inc,56201040,제약
NCMI,National Cinemedia Inc,53302010,광고 및 마케팅
ITOS,Iteos Therapeutics Inc,56202010,생명 공학 및 의학 연구
AUDC,AudioCodes Ltd,57102010,통신 및 네트워킹
BHRB,Burke & Herbert Bank & Trust Co,55101010,은행
LYTS,LSI Industries Inc,53203020,건설 자재 및 비품
ORGO,Organogenesis Holdings Inc,56202010,생명 공학 및 의학 연구
NVEC,NVE Corp,57101010,반도체
BHFAP,Brighthouse Financial 1000 DS Representing 6 6 Non Cumulative Pref Shs Series A,55301010,복합보험 및 중개인
NBN,Northeast Bank,55101010,은행
DAKT,Daktronics Inc,57104010,전자 장비 및 부품
FARO,FARO Technologies Inc,57104010,전자 장비 및 부품
REAL,RealReal Inc,53402010,백화점
ESQ,Esquire Financial Holdings Inc,55101010,은행
CHW,Calamos Global Dynamic Income Closed Fund,55501030,폐쇄형 펀드
ESGRP,Enstar Group DS Representing 1 1000 Pref Shs Series D,55301050,재보험
NN,NextNav Inc,57106020,전화 및 소형 장치
THRD,Third Harmonic Bio Inc,56202010,생명 공학 및 의학 연구
KRNY,Kearny Financial Corp,55101010,은행
TWLVU,Twelve Seas Investment Company II Units,55601010,투자 지주 회사
JSPR,Jasper Therapeutics Inc,56201040,제약
ACTG,Acacia Research Corp,52203040,경영 지원 서비스
NPCE,Neuropace Inc,56101010,첨단 의료 장비 및 기술
HROW,Harrow Inc,56201040,제약
CSTR,CapStar Financial Holdings Inc,55101010,은행
CRMT,America's CAR-MART Inc,53403010,"자동차 차량, 부품 및 서비스 소매"
BHFAO,Brighthouse Financial 1000 Depositary Shares Representing 1 Pref Series B,55301010,복합보험 및 중개인
ADVM,Adverum Biotechnologies Inc,56202010,생명 공학 및 의학 연구
PBPB,Potbelly Corp,53301020,레스토랑 및 바
ONEW,OneWater Marine Inc,53205020,오락용 제품
DCGO,DocGo Inc,56102010,의료 시설 및 서비스
FORR,Forrester Research Inc,53302010,광고 및 마케팅
CHSCP,CHS 8 Cumulative Redeemable Pref Shs,54102010,어업 및 농업
SMMF,Summit Financial Group Inc,55101010,은행
KRRO,Korro Bio Inc,56202010,생명 공학 및 의학 연구
VALU,Value Line Inc,52203070,전문 정보 서비스
AGNCO,AGNC Investment DS REP 1/1000 Cumulative Pref Shs Series E,60102040,특수 REITs
VLGEA,Village Super Market Inc,54301020,식품 소매 및 유통
LXEO,Lexeo Therapeutics Inc,56202010,생명 공학 및 의학 연구
PROK,ProKidney Corp,56202010,생명 공학 및 의학 연구
CLOV,Clover Health Investments Corp,56102020,의료 관리
AXGN,AxoGen Inc,56101010,첨단 의료 장비 및 기술
DSKE,Daseke Inc,52405030,지상 화물 및 물류
HRTX,Heron Therapeutics Inc,56202010,생명 공학 및 의학 연구
MTC,MMTEC Inc,57201020,소프트웨어
VMD,Viemed Healthcare Inc,56102010,의료 시설 및 서비스
HRZN,Horizon Technology Finance Corp,55501030,폐쇄형 펀드
CDMO,Avid Bioservices Inc,56201040,제약
